Mensagem,label_ids,label_names,LLM_CORRETO (S/N),OBSERVACAO_HUMANA
"Que absurdo!!!  Pressionar os deputados!  Eles tem que honrar os seus eleitores. Se esse candidato do governo ganhar, já era impeachment!  Já era! Vacina! Verba pra Butantã! Verba pra pesquisa! Verba pra educação e saúde! Fogo nos facistas!",0,Not misinformation,,
*Bom dia*: Veja as principais notícias na manhã desta terça-feira (26).  *RESUMO*: China libera insumos para Coronavac. Fiocruz negocia mais doses com Índia. Empresas querem comprar vacinas: https://bit.ly/36vmhiv,0,Not misinformation,,
Agora vão dizer que é vacina da influenza que não  presta olhe que muita gente tomou a vacina contra a essa influenza,5.1,Imperfect Protection,,
Fiuza trouxe vários casos COMPROVADOS de mortes pós vacina!!,"4.3,6.2","Correlation vs Causation,Specific Side Effects",,
Deveria ser criado uma vacina para combater essa raça que nada agrega para o país,0,Not misinformation,,
Covid-19: Brasil já tem mais de 50 milhões de vacinas  https://www.portalcidade.news/covid-19-brasil-ja-tem-mais-de-50-milhoes-de-vacinas/,0,Not misinformation,,
Vejam só este vídeo sobre os efeitos das vacinas que afetam o DNA!,"4.2,6.2","Pseudoscientific Claims,Specific Side Effects",,
"MINISTÉRIO DA SAÚDE UM DESASTRE NA ADMINISTRAÇÃO DAS VACINAS, DEIXANDO VENCER MILHARES DE VACINAS PARA COVID, O DF. DEIXOU PERDER MILHARES DE VACINAS, ESTAMOS PASSANDO MUITA VERGONHA PELA IGNORÂNCIA E DESCASO !",0,Not misinformation,,
"Vacina melancia.... Não funciona... E pior, alimenta e protege vagabundos...","5.1,4.4","Imperfect Protection,Financial Misconduct",,
Marido de idosa que foi encontrada morta após faltar em vacinação é um dos principais suspeitos da morte                 *Confira aqui:*  https://www.ultimasnoticiasdobrasil.com/2021/03/marido-de-idosa-que-foi-encontrada.html *Compartilhe para todos*,0,Not misinformation,,
Malditos ainda querem obrigar o povo a se vacinar,4.5,Autonomy Rights,,
"Procure mais s o pós vacinado !!!!!!!!!   Efeitos colaterais  !!!!!!    Surtos d doenças  ,  até óbitos  !!!!!!!!!!!","6.2,4.1,4.3","Specific Side Effects,Alarmism,Correlation vs Causation",,
ASSISTA AO VIVO: GOVERNO APRESENTA PLANO NACIONAL DE VACINAÇÃO CONTRA A COVID-19 https://terrabrasilnoticias.com/2020/12/assista-ao-vivo-governo-apresenta-plano-nacional-de-vacinacao-contra-a-covid-19/,0,Not misinformation,,
A vacina da tlipece tbm da esse tipo de reação nas crianças.,6.2,Specific Side Effects,,
Justiça manda Havan afastar funcionários não vacinados contra a Covid-19 e Hang afirma: “Vamos recorrer” https://terrabrasilnoticias.com/2022/03/justica-manda-havan-afastar-funcionarios-nao-vacinados-contra-a-covid-19-e-hang-afirma-vamos-recorrer/,0,Not misinformation,,
"Essa merda de vacinas virou uma piada já , cada hora se fala uma coisa eu não cingiu até pelo tempo curto de estudos e comprovações que demoram anos e anos , querem lucrar e fazer grana a todo custo , estou fora não tomo nenhuma","1.4,4.4,4.5","Fallibility of Science,Financial Misconduct,Autonomy Rights",,
Vacina  https://youtu.be/nohDGkO87GM,0,Not misinformation,,
"Covid-19: vacina bivalente começa a ser aplicada amanhã; veja grupos

 https://nahoradanoticia.com.br/geral/covid-19-vacina-bivalente-comeca-a-ser-aplicada-amanha-veja-grupos/",0,Not misinformation,,
"Os detentos que são "" linha de frente"" extremamente importante para sociedade, já estão sendo vacinados e você cidadão de bem pagador de impostos ainda não foi vacinado!",4.5,Autonomy Rights,,
"Muitas mortes poderiam ter sido evitadas se esse idiota não estivesse na presidência da república ... Não devemos perdoar, em hipótese alguma, sua decisão de não ter comprado as vacinas no momento certo.",0,Not misinformation,,
"*Com quase 66 anos, Bolsonaro resolve entrar na fila para se vacinar contra Covid-19*-https://politicaparahyba.com.br/com-quase-66-anos-bolsonaro-resolve-entrar-na-fila-para-se-vacinar-contra-covid-19/",0,Not misinformation,,
Mais o problema é os não vacinados🤣😂😅😅😂,0,Not misinformation,,
Quanto nos obrigar a tomar essa vacina que mais perigosa do que o vírus?,"4.5,4.1,6.2,5.4","Autonomy Rights,Alarmism,Specific Side Effects,Low Disease Risk",,
"Não fala MERDA. O Brasil é o 4° em vacinação no mundo. E as mortes nos outros países, a culpa é do Bolsonaro também?",0,Not misinformation,,
"2 perguntas: O STF não iria julgar a obrigatoriedade da vacina? Se o Dória e a ANVISA não estava considerando efeito colateral grave internação, o que aconteceu?",0,Not misinformation,,
*Brasil receberá primeiro lote de vacinas da Covax Facility neste domingo (21) – Publico A* https://publicoa.com.br/brasil-recebera-primeiro-lote-de-vacinas-da-covax-facility-neste-domingo-21/,0,Not misinformation,,
"*VACINAÇÃO SEGUE NESTA TERÇA PARA MAIORES DE 12 ANOS 1ª A 4ª DOSE*
https://campos24horas.com.br/noticia/vacinacao-segue-nesta-terca-para-maiores-de-12-anos-1a-a-4a-dose",0,Not misinformation,,
"Recusou compra de vacina, promoveu aglomeração, fez o povo se aglomerar, indicou medicamento comprovadamente sem nenhuma eficácia contra a covid",3.1,Alternative Products/Therapies,,
Alguém em sã consciência acredita que os mandantes da obrigação dessa vacinação tomaram o experimento gênico juntos com seus familiares? Alguém vai exigir esse tal passaporte vacinal a eles? Os esclarecimentos são do inventor das vacinas.🤔,"2.3,4.2,4.5","Conspiracy,Pseudoscientific Claims,Autonomy Rights",,
Qual o percentual de vacinados morrendo no Brasil?,0,Not misinformation,,
Aqui em casa ninguém se. Vacinou e ninguém pegou,"1.1,5.4","Anecdotal Evidence,Low Disease Risk",,
Semana que vem ele aparece um vacinado com a coronavac💉🐀,6.1,Direct Transmission,,
Vc está defendendo a Pfizer que criou uma vacina que agora eles admitem que causa mesmo ataques cardíacos ?😂😂,"6.2,4.1,2.3","Specific Side Effects,Alarmism,Conspiracy",,
Mais de 150.000 americanos mortos por vacinas contra a Covid diz estudo da Universidade de Columbia  Leia mais 👉🏽 https://greatgameindia.com/150000-americans-killed-by-vaccines/  Sigam: https://t.me/vacinaseefeitoscolaterais,"2.1,6.2","Fabricated Studies,Specific Side Effects",,
gente nosso presidente se vacinou ?,0,Not misinformation,,
Os Esquemas made CHINI se avolumam quem vai pagar para ver e tomar a vachina?,4.1,Alarmism,,
O negócio que o setor privado não pode comprar vacina,0,Not misinformation,,
Brasil inicia ainda este mês os testes com potencial vacina contra Covid-19 desenvolvida em Oxford  https://www.instagram.com/p/CBBSmIXFhhB/?igshid=ke83sdx47mt1,0,Not misinformation,,
78 testados   Eu prefiro a vacina Oxford  que estou mais de 100.000 e só teve um caso adverso,0,Not misinformation,,
COVID-19: Ritmo de vacinação no Brasil é mais rápido que o dobro da média mundial https://terrabrasilnoticias.com/2021/05/covid-19-ritmo-de-vacinacao-no-brasil-e-mais-rapido-que-o-dobro-da-media-mundial/,0,Not misinformation,,
"TV-RECOR divulga noticia falsa sobre vacina‼️‼️‼️ Até a *OMS* ja veio a público  pedir desculpa ao BRASIL por nao ter admitido a eficácia da ivermectina, que hoje ja tem estudo CIENTÍFICO 🤷🏼‍♂️🤷🏼‍♂️","3.2,2.1","Alternatives to Vaccination,Fabricated Studies",,
Qualquer vacina será bemvinda. Pode ser da China ou da Cochichina,0,Not misinformation,,
"Contra o carnaval pra agradar os crentes, mas também é contra o passaporte da vacina pra agradar os negacionistas. O Bozo é uma contradição ambulante...🐮🐮🐮🐮🐮🐮🤣🤣🤣🤣🤣🤣",0,Not misinformation,,
"CGU decide retirar sigilo de cartão de vacina de Jair Bolsonaro 

 https://dfsoberano.com.br/cgu-decide-retirar-sigilo-de-cartao-de-vacina-de-jair-bolsonaro/",0,Not misinformation,,
???? A vacina foi desenvolvida depois do vírus.,0,Not misinformation,,
Ele ja iniciando processo contra farmacêuticas  vacina covid,0,Not misinformation,,
"Eu não acho que estamos tão atrasados assim não, somos o 4° pais no mundo em números de vacinados.",0,Not misinformation,,
"Aplica a vacina japonesa até a vacina nacional estar pronta, não custa nada",0,Not misinformation,,
Úrtima Hora - O Coronavírus Brasileiro é diferente!  #Coronavírus #Eleições #vacina #ChicdoDaTiana   Mais um estudo do ICAMPA!!!,2.1,Fabricated Studies,,
*MT iniciará vacinação de idosos acima de 90 anos*  http://www.topmidiamt.com.br/site/ler/mt-iniciara-vacinacao-de-idosos-acima-de-90-anos/700,0,Not misinformation,,
Dr Zeballos revela a irresponsabilidade do FDA nos EEUU em parceria com a indústria farmacêutica que aprovou a nova vacina contra Covid depois de testar em APENAS 8 CAMUNDONGOS. INACREDITÁVEL,"2.3,4.1,4.4","Conspiracy,Alarmism,Financial Misconduct",,
"o Bozo tomou a vacina, vacinou a mãe, e falou pro gado tomar cloroquina, no qual lavaram muito dinheiro nisso....

porém esse não é o problema, porque essas vacinas são do sistema farmacologico, é tudo controlado por eles","2.3,4.4","Conspiracy,Financial Misconduct",,
Projeto quer incluir jornalistas em grupo prioritário de vacinação https://www.jornaldoadvogado.com.br/noticia/9028/projeto-quer-incluir-jornalistas-em-grupo-prioritario-de-vacinacao,0,Not misinformation,,
Cuidado  NOVO GOLPE Estão ligando em nome do Ministério da Saúde coletando dados para vacina. Ao final ele pede confirmação do número enviado por SMS e clona o Whatsapp Avise o máximo de pessoas possível,0,Not misinformation,,
"O Santo Papa Francisco  pediu a todos que repitam  esta  oração  na  mente: *""Estou vacinado com o Sangue  de Cristo: nenhum  vírus  pode tocar-me""*","7.2,3.2","Religious/Ethical Beliefs,Alternatives to Vaccination",,
INVESTIGAÇÃO: Vigilância Sanitária de SC apura morte de adolescente após vacina da Pfizer https://terrabrasilnoticias.com/2022/01/investigacao-vigilancia-sanitaria-de-sc-apura-morte-de-adolescente-apos-vacina-da-pfizer/,0,Not misinformation,,
Paulo Guedes toma primeira dose de vacina contra Covid-19 Ministro da Economia foi imunizado com a #CoronaVac em Brasília,0,Not misinformation,,
Que comemora quebra de sigilo de vacina e não cobra quebrar a proteção em documentos que protegem a empreiteira que financiou a corrupção,4.4,Financial Misconduct,,
#BolsonaroVaiCair #ForaBolsonaro acabou  https://g1.globo.com/politica/noticia/2022/01/06/militares-devem-se-vacinar-usar-mascara-e-nao-divulgar-fake-news-determina-exercito.ghtml,0,Not misinformation,,
Mas onde está escrito na Bíblia que a recusa na vacinação é pecado? 🤔🤬,"4.5,7.2","Autonomy Rights,Religious/Ethical Beliefs",,
"O nome disso é vacinação obrigatória e não forçada, da pra ver que não sabe a diferença",0,Not misinformation,,
👆 *Um recado mt importante pra quem já tomou vacina.*,0,Not misinformation,,
Governo RJ começa a distribuir seringas para vacinação contra Covid-19 neste sábado https://www.tribunanf.com.br/governo-rj-comeca-a-distribuir-seringas-para-vacinacao-contra-covid-19-neste-sabado/,0,Not misinformation,,
Olá. Você vai ser cobaia do Dória para fazer teste com a Vacina Chinesa????,"2.3,4.1","Conspiracy,Alarmism",,
Tá atrás do Senegal na vacinação,0,Not misinformation,,
"Isso é fato. Mas os números diminuíram, e não foi só pelo fator vacinação.  Mas também pelo fator imunização natural.  Ou contaminação de rebanho. Outro fator que vocês negam.","5.3,5.2","Natural Immunity,Herd Immunity",,
"No tempo do Lula, teve H1N1, Lula vacinou o povo em 90 dias... bem simples...",0,Not misinformation,,
A vacina  chinesa não está funcionando na  China. Mais  casos  de corona19 estão aparecendo por lá todos os dias.,"4.3,5.1","Correlation vs Causation,Imperfect Protection",,
"E sobre o pós vacinas 
https://youtu.be/QnDsIUJw0TA",0,Not misinformation,,
Estão fazendo terrorismo pra quem não quer se vacinar,4.5,Autonomy Rights,,
"*FERIADO DE FINADOS: APLICAÇÃO DAS VACINAS DE ROTINA E COVID-19 EM DOIS POSTOS*
https://campos24horas.com.br/noticia/feriado-de-finados-aplicacao-das-vacinas-de-rotina-e-covid-19-em-dois-postos",0,Not misinformation,,
https://jornaldebrasilia.com.br/noticias/brasil/taxa-de-ocupacao-de-utis-para-covid-no-brasil-e-a-menor-de-2021/  Resultados da ampliação da vacinação.,0,Not misinformation,,
Médico é preso por vender atestados para vacinação da covid: https://www.radiotamandare.com/noticias/brasil/698031/1,0,Not misinformation,,
Anvisa aprova autorização para uso emergencial da vacina da Janssen contra o Vírus Chinês  https://tvservidor.com.br/anvisa-aprova-autorizacao-para-uso-emergencial-da-vacina-da-janssen-contra-o-virus-chines/,0,Not misinformation,,
"Bolsonaro é hipócrita, igual a vc. Duvido que vc não se vacinou. Dois trouxas kkkkk",0,Not misinformation,,
pessoal vamos ajudar a pedir a primeira vacina ao padre,0,Not misinformation,,
Datena pergunta a Bolsonaro onde estar sendo desenvolvida  a vacina e ele diz que não tem idéia 🤦🏼‍♀️,0,Not misinformation,,
"Com certeza, não fez nada para controlar a pandemia.. quando o Brasil aplicou a primeira dose de vacina os outros países já estavam atingindo quase 50% da população.. bolsonaro atrasou tudo, tudo mesmo",0,Not misinformation,,
Me desculpas a intromissão. Mas se vacinar com uma vacina sem segurança pra saúde publica é no mínimo suicídio coletivo irreversível.,"4.1,6.2","Alarmism,Specific Side Effects",,
"GENTE, PARTICIPEM DAS CONSULTAS PUBLICAS DE SEU ESTADO.APOIE.E AJUDE NOSSA FAMÍLIA E NOSSA LIBERDADE . NÃO ESTÁ EM PAUTA A VACINA EM SI, E SIM UM SISTEMA CONTROLADOR QUE A QUALQUER MOMENTO VAI AGREDIR SUA FAMÍLIA TBM.VAMOS PARTICIPAR E COBRAR","2.3,4.5","Conspiracy,Autonomy Rights",,
Dá pra vc? Enquanto querem o retorno das aulas sem vacinar os professores e os demais profissionais da educação.,0,Not misinformation,,
@556481309084 só lembrando que foi a maioria dos esquerdistas  que tomaram a vacina 🤔,0,Not misinformation,,
"Cloroquina para os outros, vacina pra ele!",2.3,Conspiracy,,
Servidores do estado que tomaram 2ª dose da vacina vão retornar ao trabalho presencial https://www.jornaldoadvogado.com.br/noticia/10541/servidores-do-estado-que-tomaram-2o-dose-da-vacina-vao-retornar-ao-trabalho-presencial,0,Not misinformation,,
A vacina que vai chegar ao Ceará e da astrazeneca,0,Not misinformation,,
_Jornal Crítica Nacional:_  *MINISTÉRIO DA SAÚDE: VACINAÇÃO CONTRA COVID POR CONTROLE & RASTREAMENTO VIA CPF*  Começa às 22h00min pelo nosso canal no youtube.  https://youtu.be/St-jFw3FnQw,"2.3,4.2","Conspiracy,Pseudoscientific Claims",,
"vacinas/máscara são ciências biológicas, não políticas, o pessoal que compra isso como e fosse política e negam por categoria",0,Not misinformation,,
BOMBA: LABORATÓRIO DA VACINA CHINESA CORONAVAC PAGOU PROPINAS PARA APROVAÇÃO DE VACINAS DURANTE ANOS https://terrabrasilnoticias.com/2020/12/bomba-laboratorio-da-vacina-chinesa-coronavac-pagou-propinas-para-aprovacao-de-vacinas-durante-anos/,"2.3,4.4","Conspiracy,Financial Misconduct",,
*China desenvolve nova vacina contra a Covid-19 por inalação*  *https://www.folhadapolitica.com/2021/06/china-desenvolve-nova-vacina-contra.html?m=1*,0,Not misinformation,,
🛑 *Metropoles - Vídeo desmente Pazuello e mostra o ex-ministro recebendo empresários e negociando vacinas*  Um vídeo revelado pela Folha de São Paulo desmente uma declaração do ex-ministro Eduardo Pazuello na CPI da Covid.,0,Not misinformation,,
"*Nova Era Dourada*
https://youtu.be/rhIzPWbNIBI

*STF DECRETA O FIM DA LEI 13.979/2020 Que elimina toda e qual OBRIGATORIEDADE sobre vacina/máscara/LOCKDOWN!*


💫🔰💫🔰💫🔰💫🔰💫",0,Not misinformation,,
Notícia boa  Vai sobrar vacina pra gente,0,Not misinformation,,
EMERGÊNCIA: vacinas COVID-19 contêm epítopos inseguros que causarão doenças auto-imunes | https://www.coletividade-evolutiva.com.br/2020/12/vacinas-covid-19-contem-epitopos-inseguros-que-causarao-doencas-autoimunes.html,"4.2,6.2","Pseudoscientific Claims,Specific Side Effects",,
Há os corajosso que não vê problema algum com  a vacina do DITADORIA,4.5,Autonomy Rights,,
Bolsonaro sanciona leis que ampliam capacidade de aquisição de vacinas  https://www.portalcidade.news/bolsonaro-sanciona-leis-que-ampliam-capacidade-de-aquisicao-de-vacinas/,0,Not misinformation,,
OBS: TODOS OS VACINADOS ESTÃO SENDO RASTREADOS MONITORADOS📡💉🩸🧬🖥️🧐📡,"2.3,4.2,7.1","Conspiracy,Pseudoscientific Claims,Viral Myths",,
"Tenho uma cunhada que sofreu AVC e disse que ouviu a equipe médica falando entre si sobre o aumento assustador da doença pelo mundo após a vacinação.
Ela está completamente lúcida mas na cadeira de rodas com um dos lados do corpo paralisado.","1.1,4.3,6.2","Anecdotal Evidence,Correlation vs Causation,Specific Side Effects",,
Aprovado por unanimidade de forma definitiva na Câmara Municipal do Rio o PL de minha autoria que autoriza a Prefeitura a comprar vacinas diretamente ou por consórcio. Vacina para todos já! https://www.facebook.com/watch/?v=534520974182716,0,Not misinformation,,
Tem q fazer todos eles e as famílias deles tomarem a vacina aí depois a gente conversa....,0,Not misinformation,,
"Remédios têm melhor resposta a variantes do que vacinas, explica médico    https://www.estudosnacionais.com/31919/remedios-tem-melhor-resposta-a-variantes-do-que-vacinas-explica-medico/","3.2,5.1","Alternatives to Vaccination,Imperfect Protection",,
"*Mundo: inventor da tecnologia mRNA, usada em vacinas contra Covid-19, se pronuncia após ser banido de redes sociais por alertar sobre riscos; assista*  https://www.pensandodireita.com/2022/01/mundo-inventor-da-tecnologia-mrna-usada.html?m=1","2.4,6.2","Censorship,Specific Side Effects",,
"*Sergipe recorre ao STF, quer suspender o PASSAPORTE DE VACINAÇÃO*  https://www.aliadosbrasiloficial.com.br/noticia/sergipe-recorre-ao-stf-quer-suspender-o-passaporte-de-vacinacao",0,Not misinformation,,
O problema com a doença é antes da vacina.... Ele tinha 3 semanas de antecedência... A Europa atolada de mortos e ela chava que o calor do Brasil curava a gripezinha...,0,Not misinformation,,
"Diretoria da PFIZER tentou abafar que a vacina contêm FETO ABORTADO, LUCIFERASE, GRAFENO E ALTERA O DNA...","2.3,2.4,4.1,4.2,7.1","Conspiracy,Censorship,Alarmism,Pseudoscientific Claims,Viral Myths",,
", [Dec 9, 2021 at 12:12] EUA: SENADO DERRUBA VACINAÇÃO OBRIGATÓRIA DE FUNCIONÁRIOS DE EMPRESAS  https://questione-se.com/eua-senado-derruba-vacinacao-obrigatoria-de-funcionarios-de-empresas/ https://t.me/campinasapoiabolsonaro/1914",0,Not misinformation,,
"*SEM A VACINA!* *A ALTERNATIVA É  , LOCDOWN NACIONAL POR 21DIAS PARA REDUZIR A CHACINA, GENOCIDIO OU ASSASSINATOS POR OMISSÃO DO GOVERNO BOSTONARO* *BOSTONARO*",0,Not misinformation,,
"Vacinação começará em janeiro por Manaus, diz Pazuello https://terrabrasilnoticias.com/2021/01/vacinacao-comecara-em-janeiro-por-manaus-diz-pazuello/",0,Not misinformation,,
"E mt gente ja morreu pq tomou a vacina, infartou ou teve avc","4.1,6.2","Alarmism,Specific Side Effects",,
Diego Guimarães denuncia fura filas da vacina ao MPE https://momentomt.com.br/politica-mt/diego-guimaraes-denuncia-fura-filas-da-vacina-ao-mpe/,0,Not misinformation,,
"*PF quer criminalizar declaração de Bolsonaro sobre vacina e Aids*

https://www.aliadosbrasiloficial.com.br/noticia/pf-quer-criminalizar-declaracao-de-bolsonaro-sobre-vacina-e-aids","7.1,6.2","Viral Myths,Specific Side Effects",,
http://www.farodiroma.it/coronavirus-in-arrivo-medici-da-cuba-venezuela-e-cina/  INTERESSANTE QUE O RESTO DA EUROPA NÃO ESTÁ PEDINDO AJUDA A CUBA TAMBÉM 🤔🤔🤔🤔 Seguramente pedirão aos Estados Unidos quando aparecerem com suas vacinas gratuitas,0,Not misinformation,,
*Lugar ‘Mais Vacinado’ do mundo cancela o Natal por causa do aumento de casos de Covid*  *https://www.folhadapolitica.com/2021/11/lugar-mais-vacinado-do-mundo-cancela-o.html*,5.1,Imperfect Protection,,
"Não somos contra vacina, somos contra experimentos assassinos que a indústria farmacêutica com seu poder financeiro compram políticos e estes OBRIGAM o povo a tomar, inclusive crianças que inocentemente são inoculadas sem qualquer defesa.","2.3,4.1,4.4,4.5","Conspiracy,Alarmism,Financial Misconduct,Autonomy Rights",,
Por que fingir Vacinação ?🤔🤔🤔,4.5,Autonomy Rights,,
"Ministro da CGU, confirmou em entrevista à CNN que existe um registro de que Jair Bolsonaro teria se vacinado contra covid. No cartão de vacinação de Bolsonaro está registrada uma dose de vacina da Janssen no dia 19 de junho de 2021",0,Not misinformation,,
"MILHARES DE VIDAS PERDIDAS POR NEGAÇÃO DA CIÊNCIA, RECUSA DA VACINA, ATRASO DA VACINAÇÃO E CHARLATANISMO COM CLOROQUINA",0,Not misinformation,,
Só postou um link do Brasil comprando vacina para receber o fim do ano,0,Not misinformation,,
"🗞️ *Todos os brasileiros poderão se vacinar em 2021, diz Bolsonaro*  https://pleno.news/brasil/politica-nacional/em-pronunciamento-bolsonaro-diz-que-todos-os-brasileiros-poderao-se-vacinar-em-2021.html",0,Not misinformation,,
Vacinação prossegue nesta sexta-feira em Campos https://www.tribunanf.com.br/vacinacao-prossegue-nesta-sexta-feira-em-campos/,0,Not misinformation,,
As vacinas tiraram o mundo da pandemia. Diminuíram o número de casos a menos de 5% da época do auge da crise do vírus. E ainda tem trouxa q é antivacina. KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK.,0,Not misinformation,,
Boa tarde Alguém sabe me informar número de telefone de alguém que faz esse tipo de caderneta de vacinação,0,Not misinformation,,
- http://noticias.r7.com/saude/covid-vacina-brasileira-pode-criar-memoria-imunologica-por-12-anos-10042021,0,Not misinformation,,
"*UPH SALDANHA MARINHO E CLÍNICA DA CRIANÇA TERÃO VACINAÇÃO DE QUINTA A DOMINGO*
https://campos24horas.com.br/noticia/uph-saldanha-marinho-e-clinica-da-crianca-terao-vacinacao-de-quinta-a-domingo",0,Not misinformation,,
Eu sempre tomei vacina de boa,0,Not misinformation,,
"*Anvisa recomenda continuidade do uso da vacina Covishield, da Oxford – Publico A* https://publicoa.com.br/anvisa-recomenda-continuidade-do-uso-da-vacina-covishield-da-oxford/",0,Not misinformation,,
"🌍😈💉Bill Gates: ""As vacinas atuais não bloqueiam infecções, não são amplas e têm duração muito curta.""

Siga https://t.me/+gCQe1u_j-PozOWYx",5.1,Imperfect Protection,,
Uma pandemia dos vacinados   Dados oficiais do Reino Unido provam que é uma pandemia de vacinados.   https://rothbardbrasil.com/uma-pandemia-dos-vacinados/  Quem diria?,"2.2,5.1","Selective Reporting,Imperfect Protection",,
Alguém tem o vídeo da moça falando que o governador do RS decretou o passaporte sanitário e ela conta que não pode tomar vacina  por causa de um problema de saúde e o marido dela teve uma reação grave à vacina?,"1.1,6.2,4.5","Anecdotal Evidence,Specific Side Effects,Autonomy Rights",,
"Mais uma cortina de fumaça para esconder as barbaridades que o governo está fazendo. Fora os que continuam fazendo o ""L"", ninguém está interessado se o Bolsonaro tomou ou não a vacina. É uma questão de opção pessoal.",4.5,Autonomy Rights,,
"Vacinas contra Covid são completamente inúteis após alguns meses, revela estudo sueco https://tierrapura.org/br/2021/11/18/vacinas-contra-covid-sao-completamente-inuteis-apos-alguns-meses-revela-estudo-sueco/","1.2,2.2,5.1","Outdated Research,Selective Reporting,Imperfect Protection",,
"O o povo não está se manifestação contra essa ditadura sanitária, e engenharia genética  . Eles querem vacinas.  E qdo nós falamos sobre elas, eles não acreditam e acham que somos teóricos da conspiração.","2.3,4.5,4.2","Conspiracy,Autonomy Rights,Pseudoscientific Claims",,
boatos que no cartão de vacina vai ter,0,Not misinformation,,
"Eu desconfiei, tomei não por acreditar fui precipitada tinha saído de um AVC hemorrágico minha família insistiu para eu tomar, mas me dizendo se inventaram o vírus para matar como em tão pouco tempo inventaram uma vacina para prevenir?","2.3,4.2","Conspiracy,Pseudoscientific Claims",,
"Quando falei que Pfizer, AstraZeneca e Janssen não são vacinas, mas fábricas de veneno, teve gente que riu. Olha uma explicação bem didática pra qualquer muar gargalhador entender.    https://www.instagram.com/tv/CW7HYLuDIFJ/?utm_medium=copy_link","4.1,6.2","Alarmism,Specific Side Effects",,
"Olha Isso ☝️☝️☝️ os vacinados são perigosos, para os não-vacinados ... É curto, veja ...",6.1,Direct Transmission,,
"Essas vacinas tão contaminadas, e projetadas pra matar aos poucos","2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
"Isso está documentado aqui. É um artigo científico de Cambridge, muito recente. Eles mostram a falta de processo na fabricação e testes dessas vacinas.",1.3,Poor Research Quality,,
"Eita, essas vacinas estão saindo pior que o vírus pois nem sabem quais podem ser as reações adversas, as pessoas gostam de ser cobaias de farmacêuticas 🤦🏼‍♀️","4.1,4.4,6.2","Alarmism,Financial Misconduct,Specific Side Effects",,
"Lógico! A Vacina nunca funcionou, ela foi feita para matar","2.3,4.1,5.1","Conspiracy,Alarmism,Imperfect Protection",,
Nao estão computando mortes por vacina e isto é muito sério!..O. M. M.( Organização Mundial da Morte),"2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
"💉 Embora os idosos ainda estejam na fila da vacinação, o Ministério da Saúde informou que parte destas doses já é destinada a trabalhadores da força de segurança ⏩ https://bit.ly/39Ab69u",0,Not misinformation,,
"Que DESONESTIDADE!!!!!🤬O BRASIL está vacinado graças a Bolsonaro! EEii, essas NARRATIVAS MENTIROSAS NÃO COLAM MAIS!! Durante 4 anos o presidente foi PERSEGUIDO! Não encontraram NADA!",0,Not misinformation,,
📰 *Covid-19: beneficiários do BPC serão vacinados no próximo sábado*  - PATOS EM DESTAQUE - Aqui a notícia chega primeiro!  ➡️ *Leia mais:* https://patosemdestaque.com.br/noticia/uQ5t2I8HTi,0,Not misinformation,,
https://twitter.com/joaoamoedonovo/status/1336402931759910930?s=08 Alguém aqui do Grupo disse que Boris Johnson não apoiava a #Vacina???,0,Not misinformation,,
Será q é por isso que Bolsoanro não quis comprar a vacina???,0,Not misinformation,,
"⚠️⚠️🚨  *Assista: Em Ji-Paraná, vídeo que mostra seringa vazia durante aplicação da vacina do COVID-19 viraliza nas redes sociais*  https://www.rolimnoticias.com.br/cidade/ji-parana/619_utm_campain_wa  ⚠️⚠️🚨  *#ROLIMNOTICIAS - Leia mais, saiba mais.*",0,Not misinformation,,
"Estava grávida da minha filha.  Foi exatamente isso. Antes da vacina,  centenas de gestantes e lactantes  perderam a vida.",0,Not misinformation,,
Sobra vacina e FMS faz novo agendamento; veja público https://www.jornaldoadvogado.com.br/noticia/10370/sobra-vacina-e-fms-faz-novo-agendamento-veja-publico,0,Not misinformation,,
"COVID-19 😷 A morte do ator Tarcísio Meira, que recebeu duas doses da vacina e foi vítima de complicações da doença, levanta o questionamento: por que pessoas imunizadas adoecem e até morrem? https://bit.ly/3fO67FP",0,Not misinformation,,
"*DIA D: SAÚDE ATUALIZA CADERNETA DE VACINAÇÃO DE CRIANÇAS E ADOLESCENTES HOJE*
https://campos24horas.com.br/noticia/dia-d-saude-atualiza-caderneta-de-vacinacao-de-criancas-e-adolescentes-hoje",0,Not misinformation,,
Eu acredito que ela adiantou para não atrasar a vacinação...,0,Not misinformation,,
Eu não sou negacionista até porque vacina salva vida há anos ao contrário de tratamentos sem eficácia que o Bozo introduz como invermectina e hidroxicloroquina.,0,Not misinformation,,
"Po, seria ainda melhor se fossemos líder, embora irreal né... agora cuidado nessa de não usar máscara mesmo vacina, que ainda não é assim que se recomenda.",0,Not misinformation,,
🗞️ *Patos de Minas aguarda chegada de novas doses da vacina contra COVID-19 - Patos Notícias*  🔗 Leia mais: https://patosnoticias.com.br/patos-de-minas-aguarda-chegada-de-novas-doses-da-vacina-contra-covid-19/,0,Not misinformation,,
"A NOM, A OMS, AS VACINAS,  O CONTROLE.  OUVIR ESTE ÁUDIO É UMA QUESTÃO DE LIBERDADE E SOBREVIVÊNCIA.","2.3,4.1,4.5","Conspiracy,Alarmism,Autonomy Rights",,
