Mensagem,label_ids,label_names,LLM_CORRETO (S/N),OBSERVACAO_HUMANA
*COVID-19: ANVISA AVALIARÁ PEDIDO PARA QUE CRIANÇAS SEJAM VACINADAS* https://campos24horas.com.br/noticia/covid-19-anvisa-avaliara-pedido-para-que-criancas-sejam-vacinadas,0,Not misinformation,,
Governo adia por uma semana quarentena de não vacinados após ataque hacker https://terrabrasilnoticias.com/2021/12/governo-adia-por-uma-semana-quarentena-de-nao-vacinados-apos-ataque-hacker/,0,Not misinformation,,
"E antes de qualquer coisa sou a favor da vacina também, oq acho errado é demonizar algo que pode ajudar só por política",0,Not misinformation,,
"Porque primeiro vão vacinar os filhos dos *“jumentos,”* aqueles que vão levar os filhos voluntariamente… Depois começa a busca pelos “rebeldes”","2.3,4.5","Conspiracy,Autonomy Rights",,
Teresina vacina contra Covid os profissionais da Educação de 40 a 59 anos; veja postos https://webnewss.com.br/teresina-vacina-contra-covid-os-profissionais-da-educacao-de-40-a-59-anos-veja-postos/,0,Not misinformation,,
Prefeito de Toritama-Pernanbuco foi recebido com chutes e empurrões após exige passaporte da vacina. E ASSIM QUE DEVEMOS FAZER CHEGA DE CONVERSAR,4.5,Autonomy Rights,,
A doença é degenerativa e tudo que JB fala fazem o contrário só de birra.  Se ele disser que a vacina salva ninguém toma.😂😂😂😂,0,Not misinformation,,
O que ainda é muito pouco com relação à população total. 5% apenas da população brasileira vacinada.,0,Not misinformation,,
https://www.interativaradioweb.com/noticias/brasil/554068/1 *Com muita alegria profissionais da educação de Inhuma receberam  a primeira dose da vacina contra o covid-19 nesta sexta dia 11 de junho.*,0,Not misinformation,,
"Pera, seu Mito a Pandemia não influenciou em nada a ele cara, ora, até a vacina ele comprou quando bem quis! Tu realmente come bosta",0,Not misinformation,,
Mulher não vacinada é infectada por 2 variantes ao mesmo tempo e caso chama atenção  *Confira aqui:* https://www.ultimasnoticiasdobrasil.com/2021/07/mulher-nao-vacinada-e-infectada-por-2.html *Compartilhe para todos*,0,Not misinformation,,
*_sera q irá colocar fim do passaporte vacinal também _*,0,Not misinformation,,
"Digníssima eu me refiro a vacina dos chineses, e para essa obrigação vc terá q mudar a constituição, da uma lida lá...",4.5,Autonomy Rights,,
Nao existe vacina,"2.3,4.2","Conspiracy,Pseudoscientific Claims",,
*URGENTE GOVERNADOR DA BAHIA QUER FAZER O POVO BAIANO DE COBAIA PARA A NOVA VACINA DA CHINA*,"2.3,4.1","Conspiracy,Alarmism",,
Eu sou vacinada,0,Not misinformation,,
Os cientistas dizem que muitas vacinas têm cerca de 50%  e está ótima... O importante  é  a quantidade de pessoas para a imunidade... É o que fará a diferença...,"5.1,5.2","Imperfect Protection,Herd Immunity",,
A TERCEIRA DOSE DA VACINA,0,Not misinformation,,
"*CHARBELL: ""O MAIOR DESAFIO HOJE É CONVENCER A POPULAÇÃO DA IMPORTÂNCIA DA VACINAÇÃO""* https://campos24horas.com.br/noticia/charbell-o-maior-desafio-hoje-e-convencer-a-populacao-da-importancia-da-vacinacao-2",0,Not misinformation,,
Quantas pessoas já morreram no Brasil por Vacinas? Estou esperando esse número até hoje.,"4.1,6.2","Alarmism,Specific Side Effects",,
E falou alguma mentira sobre a vacina ser menos efetiva😒,0,Not misinformation,,
Bebês morrendo aqui pois a mãe na gestação tomou a vacina. Laudo da autópsia ..... Inconclusiva.,"1.1,6.2","Anecdotal Evidence,Specific Side Effects",,
"Vacina contra coronavírus pode ficar pronta em setembro, segundo farmacêutica    https://manchetenet.com/vacina-contra-coronavirus-pode-ficar-pronta-em-setembro-segundo-farmaceutica/",0,Not misinformation,,
Só na cabeça de vcs é antivacina!! O povo está com até 4 vacinas no braço para COVID! Reclame com o STF que NÃO permitiu o QUEIROGA divulgar a Campanha da Poli na tv!! 😡😡😡😡😡,2.4,Censorship,,
eu que não vou tomar essa vacina imunda da china.,4.1,Alarmism,,
"Quem do Grupo vai tomar, vacina?",0,Not misinformation,,
"Descoberta à vacina pro covid19, mas só faz efeito no Brasil. Despencou o caso de mortes depois de uma visitinha.","4.2,7.1","Pseudoscientific Claims,Viral Myths",,
Novavax arrisca e faz vacina contra covid-19 em larga escala https://exame.com/negocios/novavax-comeca-a-testar-vacina-contra-coronavirus-em-humanos/?utm_source=whatsapp,0,Not misinformation,,
"Isso também é verdade.

Os casos diminuíram por conta da imunidade de rebanho.
As supostas vacinas  só influenciaram em mais mortes por outras causas.
O sistema vampiro é enganador a milênios de anos.","2.3,4.2,5.2,6.2","Conspiracy,Pseudoscientific Claims,Herd Immunity,Specific Side Effects",,
"Eu acreditava realmente que as grandes potências do mundo tinham serviço de inteligência, mas pelo jeito as diversas campanhas de vacinação já deteriorou 90% dos neurônios humanos.","4.1,4.2,6.2","Alarmism,Pseudoscientific Claims,Specific Side Effects",,
"A pessoa se vacina, fica em aglomeração, não usa máscara se quiser, não é forçado. Mas todas as doenças morreram milhares de pessoas no mundo mesmas vacinadas.",5.1,Imperfect Protection,,
"Vão liberar tudo para fechar de novo e colocar a culpa nos não vacinado, essa nova pandemia foi a que o bill gate falou esses dias ou é outra arma biologica ou é efeito da vacina.","2.3,4.2,6.2","Conspiracy,Pseudoscientific Claims,Specific Side Effects",,
"Como eu disse, a vacina não tinha sido aprovada, isso por culpa tbm do ministro pazuell",0,Not misinformation,,
"UOL Notícias: Em ato histórico, Biden apoia quebra de patente de vacinas; Brasil é contra. https://noticias.uol.com.br/colunas/jamil-chade/2021/05/05/em-ato-historico-biden-apoia-quebra-de-patente-de-vacinas-brasil-e-contra.htm",0,Not misinformation,,
Kd os antivax pra reclamar da vacina da dengue??,0,Not misinformation,,
Quero entender pq q o ministro da saude ta incentivando o uso da vacina q mata?,"2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
*Salvador começa a vacinar idosos com 61 anos contra a Covid-19 neste fim de semana*  https://politicabahia.com/noticias/18209/salvador-comeca-a-vacinar-idosos-com-61-anos-contra-a-covid-19-neste-fim-de-semana,0,Not misinformation,,
"🚨🚨🚨O Ministério da Saúde informou ao STF que Acre, Bahia, Espírito Santo, Mato Grosso do Sul, Paraíba, Pernambuco e Santa Catarina não têm seringas e agulhas suficientes em seus estoques para iniciar a vacinação contra a Covid-19.🚨🚨🚨",0,Not misinformation,,
É um jumento ou não é?   https://g1.globo.com/politica/noticia/2021/01/22/vacina-nao-esta-comprovada-cientificamente-diz-bolsonaro-contrariando-o-que-disse-a-anvisa-e-as-provas-obtidas-por-cientistas.ghtml,0,Not misinformation,,
Alguém sabe se ele vacinou ou foi contra se vacinar ?,0,Not misinformation,,
Como calar um esquerdista!.......... é simples e Só fazer está PERGUNTA  *você Aceitaria ser cobaia de uma vacina* *sem aprovação da* *Anvisa??*  _Como diz o Renan Calheiros Aceitaria ? Sim ou não?_ ),"4.1,6.3","Alarmism,Unsafe Administration",,
"*Duas doses da vacina não são suficientes contra a Ômicron, diz estudo*  https://serido360.com.br/duas-doses-da-vacina-nao-sao-suficientes-contra-a-omicron-diz-estudo/",0,Not misinformation,,
"*Lula quer desculpas de quem ‘combateu a vacina’*

https://www.aliadosbrasiloficial.com.br/noticia/lula-quer-desculpas-de-quem-combateu-a-vacina",0,Not misinformation,,
*Esse médico tratava de Autismo e essa noticia da morte é de 2015. Ele fez uma pesquisa dizendo que o autismo era causado por vacina que continham mercúrio.*,"1.2,4.2,6.2","Outdated Research,Pseudoscientific Claims,Specific Side Effects",,
"Não dúvido! Pesquisa no Google vacina dengue fracasso,  vai ver um reportagem de 2016 terrível.

Se eu achar posto aqui.","1.2,5.1","Outdated Research,Imperfect Protection",,
Bom dia. Começamos a segunda-feira (18) com informações sobre o início na vacinação contra a Covid-19 em todo Brasil: https://bit.ly/38W1uWA,0,Not misinformation,,
"Xandão, deve estar ganhando muito em condenar a prisão, quem não tomar vacina….","2.3,4.4","Conspiracy,Financial Misconduct",,
"Depois que a vacina estive disponível, pra mim tanto faz quem é a favor ou contra à cloroquina, o importante é que a estupidez alheia me prejudique",0,Not misinformation,,
"Vacina experimental. Essa mídia, esses prefeitos e governadores tem que responder pela obrigatoriedade desse experimento.","2.3,4.1,4.5","Conspiracy,Alarmism,Autonomy Rights",,
*ABSURDO SER CONTRA VACINA EM CRIANÇAS*   *VACINA SIM*,0,Not misinformation,,
Aqui em SP mesmo só deu início na vacinação pq o João Doria tomou a frente,0,Not misinformation,,
Fiocruz garante entrega de 18 milhões de vacinas de Oxford até junho https://terrabrasilnoticias.com/2021/05/fiocruz-garante-entrega-de-18-milhoes-de-vacinas-de-oxford-ate-junho/,0,Not misinformation,,
Anvisa autoriza vacina da Pfizer contra covid-19 em crianças https://www.tribunanf.com.br/anvisa-autoriza-vacina-da-pfizer-contra-covid-19-em-criancas/,0,Not misinformation,,
"2 mortes semelhantes, será que é a vacina?","4.3,6.2","Correlation vs Causation,Specific Side Effects",,
https://pleno.news/brasil/governo-negocia-compra-de-100-milhoes-de-vacinas-da-pfizer.html?utm_source=Social&utm_medium=facebook 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,0,Not misinformation,,
A vacina que dória quer aplicar na população a forçá,"2.3,4.5","Conspiracy,Autonomy Rights",,
*Pazuello diz que vacina de Oxford é a “melhor opção” contra a Covid-19*   https://bsbtimes.com.br/2020/08/13/pazuello-diz-que-vacina-de-oxford-e-a-melhor-opcao-contra-a-covid-19/,0,Not misinformation,,
Japão substitui VACINAS(VENENO) por IVERMECTINA👇🏻👇🏻👇🏻,"2.3,3.1,3.2,4.1","Conspiracy,Alternative Products/Therapies,Alternatives to Vaccination,Alarmism",,
As vacinas seriam aplicadas nas mamadeira de pirocas. Kkkk,0,Not misinformation,,
Informação Importante: Medico do Albert Stein Sao Paulo Sr. Dr Roberto  Klaus Virologista. Escutem com atenção. Principalmente quem já foi vacinado..,0,Not misinformation,,
NOTÍCIAS DE HOJE :DEPOIS DE JOÃO DÓRIA BOLSONARO ANUNCIA QUE VAI OFERECER VACINA A TODOS GRATUITOS https://youtu.be/ZSTx5dY-1R4,0,Not misinformation,,
*MUNDO: CAMPEÃO DO TÊNIS NOVAK DJOKOVIC EXPLICA POR QUE PREFERE SER IMPEDIDO DE JOGAR TODOS OS TORNEIOS DO QUE SE VACINAR PARA COVID; ASSISTA*  https://www.pensandodireita.com/2022/02/mundo-campeao-do-tenis-novak-djokovic.html?m=1,"4.5,5.3","Autonomy Rights,Natural Immunity",,
*ANÁLISE SANGUÍNEA DE UMA PESSOA VACINADA COM 2 DOSES DA VACINA COVID-19.... QUE DEUS TENHA MISERICÓRDIA DOS VACINADOS!..* 👇👇👇,"4.1,4.2","Alarmism,Pseudoscientific Claims",,
Butantan produz a Coronavac!?? A vacina que não adianta m...... nenhuma....... Afffffff,5.1,Imperfect Protection,,
"Daí é aquela mesma conversa da outra menina que morreu em São Paulo por causa da vacina também e de repente apareceu oito especialistas do governo do João Dória dizendo que a menina tinha *""comorbidades""* que a família não conhecia","1.1,2.3,6.2","Anecdotal Evidence,Conspiracy,Specific Side Effects",,
nota oficial da fiocruz sobre as vacinas vencidas  https://www.instagram.com/p/CQ1vc1ypZWn/?utm_medium=share_sheet,0,Not misinformation,,
Pfizer conclui a fase 3 e relata eficácia de 95% em vacina contra covid-19 - https://www.jornaldacidadeonline.com.br/noticias/24718/pfizer-conclui-a-fase-3-e-relata-eficacia-de-95-em-vacina-contra-covid-19,0,Not misinformation,,
MDB DE SANTA CATARINA DESCOBRE VACINA DE OZONIO PARA CURA DO COVID.KKKKK,"3.1,4.2,7.1","Alternative Products/Therapies,Pseudoscientific Claims,Viral Myths",,
"*BOLSONARO É UM CRIMINOSO, SEMPRE CONTRA AS MEDIDAS DE COMBATE AO COVID, CONTRA ISOLAMENTO SOCIAL, CONTRA MÁSCARA E CONTRA A VACINA E AGORA CONTRA UTI. BOLSONARO TEM DE SER JULGADO E PRESO, É UM ASSASINO GENOCIDA*",0,Not misinformation,,
MP que facilita compra de vacinas é sancionada https://www.suburbionews.com.br/mp-que-facilita-compra-de-vacinas-e-sancionada/,0,Not misinformation,,
"vou até ver se tem a terceira, eu sou um dos últimos a ganharem vacina kkk",0,Not misinformation,,
Alguém tem uma reportagem de Brasília falando sobre vacinação dos idosos que foi por letra   Mandei aqui e estão falando que é fake    Mas vi na tv que Brasília deu super certo seguindo as letras dos nomes,0,Not misinformation,,
Pior são as que tomaram essa vacina experimental e talvez até morreram,"4.1,6.2","Alarmism,Specific Side Effects",,
"Aguardem, pois o Dória fará algum decreto nos obrigando a tomar a vacina, e se não tomarmos perderemos vários direitos, aguardem.","2.3,4.5","Conspiracy,Autonomy Rights",,
Presidente da Câmara acusa governadores e prefeitos de não vacinar a população- vídeo,0,Not misinformation,,
"Comprido pra quem. Fechou empresas, matou vários pacientes com desvio de verbas dos hospitais. Destinou famílias vendeu o BRASIL PRA CHINA VACINA DA MORTE............ PRENDEU CIVIS, DESRESPEITOU A POLICIA MILITAR E ASSIM VAI CANA TE ESPERA","2.3,4.1,7.1","Conspiracy,Alarmism,Viral Myths",,
Vejam que é uma chinesa que aplica a injeção na criança.  Eta comunismo bom.  Porque os petistas não vão lá pra tomar vacina?,0,Not misinformation,,
*Aluno transforma ônibus usado em clínica móvel para vacinar contra covid - Publico A* https://publicoa.com.br/aluno-transforma-onibus-usado-em-clinica-movel-para-vacinar-contra-covid/,0,Not misinformation,,
"Wando, esse é um relato muito impactante, q deve servir de alerta para todos q tomaram essas vacinas experimentais. Vou viralizar!","1.1,4.1","Anecdotal Evidence,Alarmism",,
"Também acho kkkk, o bolsobosta ne ladrão não, rachadinha, ligado as melicia do rio de Janeiro, desvío dinheiro educacao, compra de imoveis, super faturamento das vacinas covid, esse é bao ne kkkkkk",0,Not misinformation,,
igual @558694827797 fala que a vacina é experimental kkkk,4.2,Pseudoscientific Claims,,
E a nossa vacina ainda nem ficou pronta😆🤣,0,Not misinformation,,
"CNN Brasil: Sou prova viva de que Coronavac é eficaz, diz 1ª pessoa vacinada no Brasil | CNN SÁBADO. https://www.youtube.com/watch?v=PSFS9b0d9dg",0,Not misinformation,,
"https://www.youtube.com/watch?v=hBUUz4TzoRY&feature=youtu.be  *O ceticismo da comunidade científica precisa ser também da sociedade - e não apenas em relação a esta vacina russa, mas principalmente as de origem do país de origem do maldito vírus*",2.3,Conspiracy,,
*Bahia não confirma início de vacinação contra Covid-19 nesta segunda* https://ipiranoticias.com/bahia/48705/bahia-nao-confirma-inicio-de-vacinacao-contra-covid-19-nesta-segunda/,0,Not misinformation,,
"Ágora Bolsonaro, fala que foi Lula e o PT, que recomendaram o uso da Cloroquina e que ele sempre apoio a ciência e o desenvolvimento das vacinas. https://veja.abril.com.br/blog/sensacionalista/bolsonaro-diz-que-foi-lula-quem-recomendou-cloroquina/",0,Not misinformation,,
*Garis vão ter prioridade para receber vacina; categoria baiana espera aval de comissão*  http://politicabahia.com/noticias/18425/garis-vao-ter-prioridade-para-receber-vacina-categoria-baiana-espera-aval-de-comissao,0,Not misinformation,,
"E também o certificado de vacinação de todos os funcionários e proprietários, né?",0,Not misinformation,,
https://www.otempo.com.br/mundo/bordel-oferece-30-minutos-de-sexo-gratis-para-quem-tomar-vacina-1.2568371 Pros interessados não é no Brasil,0,Not misinformation,,
Não sei se é Fake . Estava num outro grupo político. Mas o tema (vacina) interessa a todos nós.,0,Not misinformation,,
"Em BH, Bolsonaro sanciona privatização do metrô e lança centro de vacinas https://www.em.com.br/app/noticia/politica/2021/09/30/interna_politica,1310266/em-bh-bolsonaro-sanciona-privatizacao-do-metro-e-lanca-centro-de-vacinas.shtml",0,Not misinformation,,
Para entrar em campo para jogar...Neymar teve que tomar a vacina de ozônio...rsrs,"3.1,4.2","Alternative Products/Therapies,Pseudoscientific Claims",,
"Ministro da CGU, confirmou em entrevista à CNN que existe um registro de que Jair Bolsonaro teria se vacinado contra covid. No cartão de vacinação de Bolsonaro está registrada uma dose de vacina da Janssen no dia 19 de junho de 2021",0,Not misinformation,,
Não deixem de tomar vacina pra aftosa.,0,Not misinformation,,
https://butantan.gov.br/noticias/no-brasil-96-das-mortes-por-covid-19-sao-de-quem-nao-tomou-vacina--so-imunizacao-coletiva-pode-controlar-a-pandemia  *DARWIN EXPLICA ! !*,0,Not misinformation,,
Maiior estratégia da extrema direita. É exatamente o conceito por trás do seu post tentando relevar a fraude das vacinas... 😁😁😁😁,2.3,Conspiracy,,
*Plano operacional da vacinação contra a Covid-19 - DF MOBILIDADE*  https://www.dfmobilidade.com.br/cidades/plano-operacional-da-vacinacao-contra-a-covid-19/,0,Not misinformation,,
*Paraíba recebe 82 mil vacinas contra Covid neste sábado (3)* https://serido360.com.br/paraiba-recebe-82-mil-vacinas-contra-covid-neste-sabado-3/,0,Not misinformation,,
"Eu fui vacinado, graças aos governadores!",0,Not misinformation,,
Número de idosos mortos após tomar vacina contra Covid-19 na Noruega sobe pra 29; país investiga https://terrabrasilnoticias.com/2021/01/numero-de-idosos-mortos-apos-tomar-vacina-contra-covid-19-na-noruega-sobe-pra-29-pais-investiga/,"4.3,6.2","Correlation vs Causation,Specific Side Effects",,
*BOLSONARO TINHA RAZÃO SOBRE A VACHINA*  Coronavac tem eficácia de 42% acima dos 70 anos. Acima de 80 é ainda menor.  https://novaiguacu24h.com.br/coronavac-tem-eficacia-de-apenas-42-acima-de-70-anos/,"2.2,5.1","Selective Reporting,Imperfect Protection",,
Pazuello contesta Pfizer e diz que Ministério da Saúde manifestou interesse na compra de vacinas https://link.conexaopolitica.com.br/frJUDunCqsEGp9mQ8,0,Not misinformation,,
Eu não tomo! Ontem reclamou que o ministério da saúde não citou a vacina dele e quer dinheiro do governo para pagar kkkkkk,0,Not misinformation,,
Pronto..   Cadê os panacas anti remédio de Covid?   Pegaram um simples remédio pra gripe e deram uma melhorada nele.   O remédio deu excelentes resultados contra Covid.    A tara por vacina ser a única solução acaba aqui.,"3.1,5.1","Alternative Products/Therapies,Imperfect Protection",,
Porquê as Mídias não divulga uma nota de esclarecimento sobre os milhares de efeitos da vacina?,"2.3,2.4,4.1","Conspiracy,Censorship,Alarmism",,
*Nova reação à vacina contra o coronavírus é identificada; Fique atento!*  https://sajnoticia.com.br/2021/03/nova-reacao-a-vacina-contra-o-coronavirus-e-identificada/,0,Not misinformation,,
por isso as cias seguradoras não estão pagando os segurados que falecem e a causa tem relação com as “vacinas” … consideram suicídio e o seguro não cobre .     será verdade absoluta dr João ?,"2.3,4.2,6.2","Conspiracy,Pseudoscientific Claims,Specific Side Effects",,
Essa é a melhor de todas as vacinas.,0,Not misinformation,,
"Nooossa que coisa grave né? Pqp, imperdoável. Chega a dar dó de ver que vocês só tem essas bobagens pra se apegar, não tem um discurso de ódio, ou um presidente que deixa pessoas morrerem sem vacina ou que faz rachadinha. Realmente vergonha alheia.",0,Not misinformation,,
Enquanto isso na fila da vacinação,0,Not misinformation,,
"*VACINA CONTRA GRIPE AMPLIADA PARA TODOS OS GRUPOS PRIORITÁRIOS A PARTIR DESSA TERÇA*
https://campos24horas.com.br/noticia/vacina-contra-gripe-ampliada-para-todos-os-grupos-prioritarios-a-partir-dessa-terca",0,Not misinformation,,
Os globalistas ganham muito dinheiro e reduzem a população com o vírus chinês e as vacinas.,"2.3,4.4","Conspiracy,Financial Misconduct",,
*OS ROBÔS DO BOSTONARO  *(NÃO  PRECISAM DE VACINAS)*,5.4,Low Disease Risk,,
"O Mandetta é um profissional da saúde, logo, ocupava o maior  cargo do país, nesta área. Ele, enquanto conhecedor, poderia colaborar com a agilidade na compra das vacinas.",0,Not misinformation,,
Já se sabe que com 75 % da população vacinada existe uma drástica queda na transmissão da doença. Estudo feito pelo Butantã e unicamp se não me engano. Cidade de serrana-SP,0,Not misinformation,,
URGENTE: Ministério da Defesa Chinês anuncio oficialmente que desenvolveu com êxito a vacina contra o Coronavírus.,0,Not misinformation,,
*CRONOGRAMA DE ENTREGA DE VACINAS*  https://www.facebook.com/watch/?v=775005406770539,0,Not misinformation,,
Amanhã na feira coberta vacinação contra o covid para quem tem ou está acima de 27 anos,0,Not misinformation,,
"Ele é contra a vacina, mas postou que Lula tomou a vachina do Dória kkkk",0,Not misinformation,,
Há vários estudos que comprovam que as vacinas pra Covid funcionam. Mandei aqui ainda ontem.,0,Not misinformation,,
👆👆aí tá bem claro o qui  bill Gates quer reduzir a população mundial com vacinas,2.3,Conspiracy,,
Pais que recusaram “sangue vacinado” perdem guarda do bebê ☛ https://terrabrasilnoticias.com/2022/12/pais-que-recusaram-sangue-vacinado-perdem-guarda-do-bebe/,"2.3,4.1,6.1","Conspiracy,Alarmism,Direct Transmission",,
"Eu particularmente,por enqto não vou tomar essa vacina,não vou servir de cobaia, prefiro o tratamento precose.","3.1,4.1,4.5","Alternative Products/Therapies,Alarmism,Autonomy Rights",,
Artigo da revista Nature sobre as vacinas em pessoas saudáveis!,0,Not misinformation,,
Ele quer os polícia vacinados no carnaval,0,Not misinformation,,
Ouvi dizer que essa vacina não foi adquirida...,0,Not misinformation,,
"😨😨😨☠️☠️☠️.       Taiwan: Primeiro país do mundo a reconhecer mais mortes por efeitos colaterais de vacinas (Astrazeneca, Pfizer e Moderna) do que pelos próprios casos de Cov¡d.","4.1,7.1","Alarmism,Viral Myths",,
"TEMPO DESGOVERNO FRACASSADO GENOCIDA LADRÃO DE JAIR BOSTA BOLSONARO 
NEGOU VACINA 
ELE MESMO TIMOU",0,Not misinformation,,
ISSO É ARMAÇÃO PARA VALORIZAÇÃO DA VACINA ESCREVE AI .,"2.3,4.4","Conspiracy,Financial Misconduct",,
*Lewandowski aceita novo prazo para entrega de informações da vacinação infantil*       https://atrombetanews.com.br/2021/12/20/lewandowski-aceita-novo-prazo-para-entrega-de-informacoes-da-vacinacao-infantil/,0,Not misinformation,,
*Vacina Oxford/Astrazeneca: por que segunda dose é mais demorada? Quais as reações?* https://plantaoaovivo.online/15243/?utm_source=facebook&utm_medium=15243&utm_campaign=24795&utm_content=15243,0,Not misinformation,,
Aqui em casa também tá todo mundo vacinado. Só falta o Luquinhas tomar a segunda dose que será em março .,0,Not misinformation,,
"*Vacinação contra a mpox começa em março*

https://portaltocanews.com.br/noticia/8171/vacinacao-contra-a-mpox-comeca-em-marco",0,Not misinformation,,
Ja começaram a vacinar as crianças bolsonaristas !!!,0,Not misinformation,,
"https://www.youtube.com/c/LuizaHelenaTrajano/  *Vem conosco: Luiza Helena Trajano, Grupo Mulheres do Brasil e Movimento Unidos pela Vacina*",0,Not misinformation,,
"https://valor.globo.com/google/amp/politica/noticia/2020/03/20/bolsonaro-tentou-contato-mas-xi-jinping-se-recusou-a-atende-lo.ghtml ______________________________________  🇨🇳🇨🇳  *ALGUNS TELEFONES SÓ ATENDEM ADULTO, E COM A VACINA EM DIA*   🇨🇳🇨🇳",0,Not misinformation,,
Então melhor os 60+ se vacinar logo,0,Not misinformation,,
Mas a vacina não para proteger do vírus?👇🏿,0,Not misinformation,,
"*[PÚBLICO A SAÚDE] Covid-19: Pfizer deve entregar 13,5 milhões de vacinas até junho – Publico A* https://publicoa.com.br/publico-a-saude-covid-19-pfizer-deve-entregar-135-milhoes-de-vacinas-ate-junho/",0,Not misinformation,,
"País fez um lockdown rigorosíssimo, apresenta excelente nível de vacinação, mas não teve o básico, não expos sua população mais sadia ao vírus selvagem...","5.3,5.4","Natural Immunity,Low Disease Risk",,
"OS VACINADOS ESTÃO MORRENDO E NINGUEM ASSUME ISSO, COMO 80% DA POPULAÇÃO VACINADAS E O NUMERO DE MORTOS PASSA DE 1000 POR DIA?","2.3,4.3,6.2","Conspiracy,Correlation vs Causation,Specific Side Effects",,
"Pois é veio pra matar o povo sem vacinação e de fome , roubar e destruir o povo brasileiro e o nosso país!  Fora desgoverno ! 🤮🤮🤮🤮👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽",2.3,Conspiracy,,
"*Revista Science admite que “vacinas” de Covid são inúteis e prejudiciais!*
*Segura Segura essa aí!*

 https://rothbardbrasil.com/revista-science-admite-que-vacinas-covid-sao-inuteis-e-prejudiciais/","2.2,4.1,4.2","Selective Reporting,Alarmism,Pseudoscientific Claims",,
"Dr. Robert Malone explica que o FDA sabia há muito tempo que as vacinas causavam danos como Miocardite, Coágulos Sanguíneos, reativação de Vírus na forma de Herpes Zoster, Epstein-Barr, entre outros e fizeram o possível para ofuscar.","2.3,2.4,6.2","Conspiracy,Censorship,Specific Side Effects",,
*Nova reação à vacina contra o coronavírus é identificada*   https://sajnoticia.com.br/2021/03/nova-reacao-a-vacina-contra-o-coronavirus-e-identificada/,0,Not misinformation,,
"1000 tomarão Viagra no quartel, 10.000 comerão leite condensado, tu ficarás sem vacina e ainda pagarás a conta","2.3,4.4","Conspiracy,Financial Misconduct",,
"Tribunal de Haia ,Brasil também foi denunciado por crime de tortura ,vacinação obrigatória ferindo o Código de Nuremberg","2.3,4.5","Conspiracy,Autonomy Rights",,
"⚠ ATENÇÃO   Essa médica precisa de *R$ 1,5 milhão* para desenvolver a vacina contra o coronavírus   Você pode ajudar votando nela para ganhar esse dinheiro!!!  💰💰   VOTE NA THELMA 👇🏽👇🏽👇🏽  https://t.co/dCsc7KFjAi",0,Not misinformation,,
Dados sobre ação de vacinas em variante da Covid-19 são esperados nesta semana https://terrabrasilnoticias.com/2021/01/dados-sobre-acao-de-vacinas-em-variante-da-covid-19-sao-esperados-nesta-semana/,0,Not misinformation,,
Primeiro de tudo as primeiras vacinas eles n falava os efeitos q ia da,"2.3,2.4","Conspiracy,Censorship",,
Eu não vir  ninguém chama o presidente da França e Dinamarca e de outros país de genocida por ter parado a vacinação.,5.4,Low Disease Risk,,
BOMBA: Virologista Indiano Afirma Que China Já Tinha Vacinas Para Covid Antes do Início da Pandemia https://terrabrasilnoticias.com/2021/06/bomba-virologista-indiano-afirma-que-china-ja-tinha-vacinas-para-covid-antes-do-inicio-da-pandemia/,2.3,Conspiracy,,
"Só desenvolver alguma vacina, já pula 50 casas.",0,Not misinformation,,
*Mapa da vacinação contra Covid-19 no Brasil* no G1: https://especiais.g1.globo.com/bemestar/vacina/2021/mapa-brasil-vacina-covid/,0,Not misinformation,,
Brasil entra na lista de países que deverão receber doação de vacinas dos EUA https://minutoinfo.com/brasil-entra-na-lista-paises-que-deverao-receber-doacao-vacinas-eua/?fbsu=429&fbsl=vzE,0,Not misinformation,,
Vacina pra todos...,0,Not misinformation,,
Ministro da saúde fazendo campanha de vacinação agora no fim do governo ! Kkkkkkkkkk,0,Not misinformation,,
5G+vacina,"2.3,4.2,7.1","Conspiracy,Pseudoscientific Claims,Viral Myths",,
"Olha aí a bula da vacina da Fiocruz.  Tem células de fetos humanos abortados, material de chimpanzé, além de transgênicos e outras cositas mais. Está no site oficial da Anvisa.","4.1,4.2,7.1","Alarmism,Pseudoscientific Claims,Viral Myths",,
"Mais de 28 milhões de pessoas vacinadas, mais de um MILHÃO de vacinas por dia. Bolsonaro segue sendo o terceiro país do mundo que mais vacina seu povo",0,Not misinformation,,
Quantas dose de vacina 💉 ele tomou será,0,Not misinformation,,
União Europeia convida Brasil a elaborar proposta alternativa à quebra de patentes de vacinas https://webnewss.com.br/uniao-europeia-convida-brasil-a-elaborar-proposta-alternativa-a-quebra-de-patentes-de-vacinas/,0,Not misinformation,,
🚨🚨🚨Qual o número de eficácia    das outras vacinas  no Brasil? 🚨🚨🚨,0,Not misinformation,,
"Hoje temos 6 milhões de pessoas vacinadas no mundo. Nenhuma no Brasil. Não duvido nada que o genocida Bolsonaro e todos os deputados/senadores, já não estarem vacinados ...",0,Not misinformation,,
O PRESIDENTE ASSINOU O 1 CHEQUE PRA COMPRA DAS VACINAS EM MAIS DE  9 BILHOES NO MÊS DE AGOSTO DIA 4 DE AGOSTO.,0,Not misinformation,,
